2025-03-08T13:00:00.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:54.342 +0530 [V]  - Music active, INFO
2025-03-08T13:06:55.342 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:55.343 +0530 [V]  - Music active, INFO
2025-03-08T13:06:56.345 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:56.346 +0530 [V]  - Music active, INFO
2025-03-08T13:06:57.349 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:57.350 +0530 [V]  - Music active, INFO
2025-03-08T13:06:58.348 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:58.349 +0530 [V]  - Music active, INFO
2025-03-08T13:06:59.346 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:06:59.347 +0530 [V]  - Music active, INFO
2025-03-08T13:07:00.347 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:00.348 +0530 [V]  - Music active, INFO
2025-03-08T13:07:01.349 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:01.349 +0530 [V]  - Music active, INFO
2025-03-08T13:07:02.349 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:02.350 +0530 [V]  - Music active, INFO
2025-03-08T13:07:03.349 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:03.350 +0530 [V]  - Music active, INFO
2025-03-08T13:07:04.353 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:04.354 +0530 [V]  - Music active, INFO
2025-03-08T13:07:05.351 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:05.352 +0530 [V]  - Music active, INFO
2025-03-08T13:07:06.353 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:06.353 +0530 [V]  - Music active, INFO
2025-03-08T13:07:07.355 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:07.356 +0530 [V]  - Music active, INFO
2025-03-08T13:07:08.355 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:08.356 +0530 [V]  - Music active, INFO
2025-03-08T13:07:09.355 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:09.356 +0530 [V]  - Music active, INFO
2025-03-08T13:07:10.357 +0530 [V]  - Music active, INFO
2025-03-08T13:07:10.357 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:11.359 +0530 [V]  - Music active, INFO
2025-03-08T13:07:11.360 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:12.357 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:12.359 +0530 [V]  - Music active, INFO
2025-03-08T13:07:13.358 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:13.359 +0530 [V]  - Music active, INFO
2025-03-08T13:07:14.359 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:14.361 +0530 [V]  - Music active, INFO
2025-03-08T13:07:15.360 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:15.362 +0530 [V]  - Music active, INFO
2025-03-08T13:07:16.358 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:16.360 +0530 [V]  - Music active, INFO
2025-03-08T13:07:17.363 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:17.363 +0530 [V]  - Music active, INFO
2025-03-08T13:07:18.361 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:18.362 +0530 [V]  - Music active, INFO
2025-03-08T13:07:19.361 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:19.363 +0530 [V]  - Music active, INFO
2025-03-08T13:07:20.363 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:20.364 +0530 [V]  - Music active, INFO
2025-03-08T13:07:21.364 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:21.365 +0530 [V]  - Music active, INFO
2025-03-08T13:07:22.362 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:22.363 +0530 [V]  - Music active, INFO
2025-03-08T13:07:23.366 +0530 [V]  - Music active, INFO
2025-03-08T13:07:23.365 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:24.364 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:24.365 +0530 [V]  - Music active, INFO
2025-03-08T13:07:25.365 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:25.366 +0530 [V]  - Music active, INFO
2025-03-08T13:07:26.364 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:26.366 +0530 [V]  - Music active, INFO
2025-03-08T13:07:27.367 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:27.368 +0530 [V]  - Music active, INFO
2025-03-08T13:07:28.366 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:28.367 +0530 [V]  - Music active, INFO
2025-03-08T13:07:29.366 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:29.368 +0530 [V]  - Music active, INFO
2025-03-08T13:07:30.367 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:30.368 +0530 [V]  - Music active, INFO
2025-03-08T13:07:31.368 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:31.369 +0530 [V]  - Music active, INFO
2025-03-08T13:07:32.368 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:32.369 +0530 [V]  - Music active, INFO
2025-03-08T13:07:33.368 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:33.370 +0530 [V]  - Music active, INFO
2025-03-08T13:07:34.369 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:34.370 +0530 [V]  - Music active, INFO
2025-03-08T13:07:35.369 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:35.370 +0530 [V]  - Music active, INFO
2025-03-08T13:07:36.368 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:36.368 +0530 [V]  - Music active, INFO
2025-03-08T13:07:37.370 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:37.371 +0530 [V]  - Music active, INFO
2025-03-08T13:07:38.372 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:38.372 +0530 [V]  - Music active, INFO
2025-03-08T13:07:39.372 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:39.373 +0530 [V]  - Music active, INFO
2025-03-08T13:07:40.376 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:40.376 +0530 [V]  - Music active, INFO
2025-03-08T13:07:41.372 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:41.372 +0530 [V]  - Music active, INFO
2025-03-08T13:07:42.373 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:42.374 +0530 [V]  - Music active, INFO
2025-03-08T13:07:43.373 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:43.375 +0530 [V]  - Music active, INFO
2025-03-08T13:07:44.374 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:44.375 +0530 [V]  - Music active, INFO
2025-03-08T13:07:45.373 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:45.374 +0530 [V]  - Music active, INFO
2025-03-08T13:07:46.371 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:46.372 +0530 [V]  - Music active, INFO
2025-03-08T13:07:47.375 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:47.376 +0530 [V]  - Music active, INFO
2025-03-08T13:07:48.375 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:48.376 +0530 [V]  - Music active, INFO
2025-03-08T13:07:49.378 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:49.380 +0530 [V]  - Music active, INFO
2025-03-08T13:07:50.375 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:50.376 +0530 [V]  - Music active, INFO
2025-03-08T13:07:51.377 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:51.378 +0530 [V]  - Music active, INFO
2025-03-08T13:07:52.378 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:52.379 +0530 [V]  - Music active, INFO
2025-03-08T13:07:53.378 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:53.378 +0530 [V]  - Music active, INFO
2025-03-08T13:07:54.379 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:54.380 +0530 [V]  - Music active, INFO
2025-03-08T13:07:55.378 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:55.380 +0530 [V]  - Music active, INFO
2025-03-08T13:07:56.378 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:56.380 +0530 [V]  - Music active, INFO
2025-03-08T13:07:57.381 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:57.382 +0530 [V]  - Music active, INFO
2025-03-08T13:07:58.383 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:58.384 +0530 [V]  - Music active, INFO
2025-03-08T13:07:59.382 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:07:59.383 +0530 [V]  - Music active, INFO
2025-03-08T13:08:00.381 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:00.382 +0530 [V]  - Music active, INFO
2025-03-08T13:08:01.382 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:01.385 +0530 [V]  - Music active, INFO
2025-03-08T13:08:02.383 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:02.384 +0530 [V]  - Music active, INFO
2025-03-08T13:08:03.383 +0530 [V]  - Music active, INFO
2025-03-08T13:08:03.383 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:04.386 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:04.387 +0530 [V]  - Music active, INFO
2025-03-08T13:08:05.384 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:05.386 +0530 [V]  - Music active, INFO
2025-03-08T13:08:06.384 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:06.385 +0530 [V]  - Music active, INFO
2025-03-08T13:08:07.385 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:07.386 +0530 [V]  - Music active, INFO
2025-03-08T13:08:08.386 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:08.387 +0530 [V]  - Music active, INFO
2025-03-08T13:08:09.388 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:09.390 +0530 [V]  - Music active, INFO
2025-03-08T13:08:10.390 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:10.390 +0530 [V]  - Music active, INFO
2025-03-08T13:08:11.390 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:11.392 +0530 [V]  - Music active, INFO
2025-03-08T13:08:12.391 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:12.392 +0530 [V]  - Music active, INFO
2025-03-08T13:08:13.393 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:13.395 +0530 [V]  - Music active, INFO
2025-03-08T13:08:14.391 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:14.392 +0530 [V]  - Music active, INFO
2025-03-08T13:08:15.391 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:15.392 +0530 [V]  - Music active, INFO
2025-03-08T13:08:16.391 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:16.392 +0530 [V]  - Music active, INFO
2025-03-08T13:08:17.396 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:17.397 +0530 [V]  - Music active, INFO
2025-03-08T13:08:18.394 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:18.396 +0530 [V]  - Music active, INFO
2025-03-08T13:08:19.394 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:19.396 +0530 [V]  - Music active, INFO
2025-03-08T13:08:20.396 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:20.397 +0530 [V]  - Music active, INFO
2025-03-08T13:08:21.396 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:21.397 +0530 [V]  - Music active, INFO
2025-03-08T13:08:22.398 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:22.399 +0530 [V]  - Music active, INFO
2025-03-08T13:08:23.401 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:23.402 +0530 [V]  - Music active, INFO
2025-03-08T13:08:24.401 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:24.401 +0530 [V]  - Music active, INFO
2025-03-08T13:08:25.399 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:25.402 +0530 [V]  - Music active, INFO
2025-03-08T13:08:26.401 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:26.403 +0530 [V]  - Music active, INFO
2025-03-08T13:08:27.401 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:27.402 +0530 [V]  - Music active, INFO
2025-03-08T13:08:28.402 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:28.403 +0530 [V]  - Music active, INFO
2025-03-08T13:08:29.403 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:29.404 +0530 [V]  - Music active, INFO
2025-03-08T13:08:30.402 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:30.403 +0530 [V]  - Music active, INFO
2025-03-08T13:08:31.404 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:31.405 +0530 [V]  - Music active, INFO
2025-03-08T13:08:32.404 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:32.405 +0530 [V]  - Music active, INFO
2025-03-08T13:08:33.403 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:33.405 +0530 [V]  - Music active, INFO
2025-03-08T13:08:34.404 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:34.404 +0530 [V]  - Music active, INFO
2025-03-08T13:08:35.405 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:35.406 +0530 [V]  - Music active, INFO
2025-03-08T13:08:36.405 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:36.406 +0530 [V]  - Music active, INFO
2025-03-08T13:08:37.407 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:37.409 +0530 [V]  - Music active, INFO
2025-03-08T13:08:38.407 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:38.413 +0530 [V]  - Music active, INFO
2025-03-08T13:08:39.408 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:39.409 +0530 [V]  - Music active, INFO
2025-03-08T13:08:40.409 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:40.409 +0530 [V]  - Music active, INFO
2025-03-08T13:08:41.409 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:41.410 +0530 [V]  - Music active, INFO
2025-03-08T13:08:42.409 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:42.410 +0530 [V]  - Music active, INFO
2025-03-08T13:08:43.411 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:43.412 +0530 [V]  - Music active, INFO
2025-03-08T13:08:44.410 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:44.411 +0530 [V]  - Music active, INFO
2025-03-08T13:08:45.410 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:45.411 +0530 [V]  - Music active, INFO
2025-03-08T13:08:46.411 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:46.412 +0530 [V]  - Music active, INFO
2025-03-08T13:08:47.413 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:47.414 +0530 [V]  - Music active, INFO
2025-03-08T13:08:48.413 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:48.414 +0530 [V]  - Music active, INFO
2025-03-08T13:08:49.414 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:49.416 +0530 [V]  - Music active, INFO
2025-03-08T13:08:50.414 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:50.415 +0530 [V]  - Music active, INFO
2025-03-08T13:08:51.415 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:51.418 +0530 [V]  - Music active, INFO
2025-03-08T13:08:52.418 +0530 [V]  - Music active, INFO
2025-03-08T13:08:52.418 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:53.417 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:53.418 +0530 [V]  - Music active, INFO
2025-03-08T13:08:54.420 +0530 [V]  - Music active, INFO
2025-03-08T13:08:54.419 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:55.420 +0530 [V]  - Music active, INFO
2025-03-08T13:08:55.420 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:56.417 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:56.418 +0530 [V]  - Music active, INFO
2025-03-08T13:08:57.418 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:08:57.419 +0530 [V]  - Music active, INFO
2025-03-08T13:08:58.419 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
